2021-07-27 15:55:27.331 parsl:626 Rank:0 [INFO]  Python version: 3.8.8 (default, Apr 13 2021, 12:59:45) 
[Clang 10.0.0 ]
2021-07-27 15:55:27.331 parsl:627 Rank:0 [INFO]  Debug logging: True
2021-07-27 15:55:27.331 parsl:628 Rank:0 [INFO]  Log dir: /Users/ananthhariharan/Documents/Code/GitHub/Parsl-Project/runinfo/024/htex_Local
2021-07-27 15:55:27.331 parsl:629 Rank:0 [INFO]  Manager ID: 04a00e6931dc
2021-07-27 15:55:27.331 parsl:630 Rank:0 [INFO]  Block ID: 0
2021-07-27 15:55:27.331 parsl:631 Rank:0 [INFO]  cores_per_worker: 0.25
2021-07-27 15:55:27.331 parsl:632 Rank:0 [INFO]  mem_per_worker: None
2021-07-27 15:55:27.332 parsl:633 Rank:0 [INFO]  task_port: 54301
2021-07-27 15:55:27.332 parsl:634 Rank:0 [INFO]  result_port: 54625
2021-07-27 15:55:27.332 parsl:635 Rank:0 [INFO]  addresses: 192.168.4.29,Ananths-Macbook.local,69.174.173.76
2021-07-27 15:55:27.332 parsl:636 Rank:0 [INFO]  max_workers: inf
2021-07-27 15:55:27.332 parsl:637 Rank:0 [INFO]  poll_period: 100
2021-07-27 15:55:27.332 parsl:638 Rank:0 [INFO]  address_probe_timeout: 30
2021-07-27 15:55:27.332 parsl:639 Rank:0 [INFO]  Prefetch capacity: 0
2021-07-27 15:55:27.332 parsl:640 Rank:0 [INFO]  Heartbeat threshold: 5
2021-07-27 15:55:27.332 parsl:641 Rank:0 [INFO]  Heartbeat period: 2
2021-07-27 15:55:27.332 parsl:642 Rank:0 [INFO]  CPU affinity: none
2021-07-27 15:55:27.332 parsl:118 Rank:0 [INFO]  Manager started
2021-07-27 15:55:27.333 parsl.executors.high_throughput.probe:34 Rank:0 [DEBUG]  Trying to connect back on tcp://192.168.4.29:54301
2021-07-27 15:55:27.333 parsl.executors.high_throughput.probe:34 Rank:0 [DEBUG]  Trying to connect back on tcp://Ananths-Macbook.local:54301
2021-07-27 15:55:27.334 parsl.executors.high_throughput.probe:34 Rank:0 [DEBUG]  Trying to connect back on tcp://69.174.173.76:54301
2021-07-27 15:55:27.334 parsl.executors.high_throughput.probe:47 Rank:0 [INFO]  Connected to interchange on 192.168.4.29
2021-07-27 15:55:27.337 parsl:125 Rank:0 [INFO]  Connection to Interchange successful on 192.168.4.29
2021-07-27 15:55:27.338 parsl:128 Rank:0 [INFO]  Task url : tcp://192.168.4.29:54301
2021-07-27 15:55:27.338 parsl:129 Rank:0 [INFO]  Result url : tcp://192.168.4.29:54625
2021-07-27 15:55:27.338 parsl:147 Rank:0 [INFO]  Manager connected
