2021-07-30 10:55:23.486 parsl:626 Rank:0 [INFO]  Python version: 3.8.8 (default, Apr 13 2021, 12:59:45) 
[Clang 10.0.0 ]
2021-07-30 10:55:23.487 parsl:627 Rank:0 [INFO]  Debug logging: True
2021-07-30 10:55:23.487 parsl:628 Rank:0 [INFO]  Log dir: /Users/ananthhariharan/Documents/Code/GitHub/Parsl-Project/runinfo/034/htex_Local
2021-07-30 10:55:23.487 parsl:629 Rank:0 [INFO]  Manager ID: 90a9025f7e6d
2021-07-30 10:55:23.487 parsl:630 Rank:0 [INFO]  Block ID: 3
2021-07-30 10:55:23.487 parsl:631 Rank:0 [INFO]  cores_per_worker: 0.25
2021-07-30 10:55:23.487 parsl:632 Rank:0 [INFO]  mem_per_worker: None
2021-07-30 10:55:23.487 parsl:633 Rank:0 [INFO]  task_port: 54692
2021-07-30 10:55:23.487 parsl:634 Rank:0 [INFO]  result_port: 54173
2021-07-30 10:55:23.488 parsl:635 Rank:0 [INFO]  addresses: 10.31.2.79,138.68.145.31,Ananths-Macbook.local
2021-07-30 10:55:23.489 parsl:636 Rank:0 [INFO]  max_workers: inf
2021-07-30 10:55:23.489 parsl:637 Rank:0 [INFO]  poll_period: 100
2021-07-30 10:55:23.490 parsl:638 Rank:0 [INFO]  address_probe_timeout: 30
2021-07-30 10:55:23.490 parsl:639 Rank:0 [INFO]  Prefetch capacity: 0
2021-07-30 10:55:23.490 parsl:640 Rank:0 [INFO]  Heartbeat threshold: 5
2021-07-30 10:55:23.490 parsl:641 Rank:0 [INFO]  Heartbeat period: 2
2021-07-30 10:55:23.490 parsl:642 Rank:0 [INFO]  CPU affinity: none
2021-07-30 10:55:23.491 parsl:118 Rank:0 [INFO]  Manager started
2021-07-30 10:55:23.492 parsl.executors.high_throughput.probe:34 Rank:0 [DEBUG]  Trying to connect back on tcp://10.31.2.79:54692
2021-07-30 10:55:23.494 parsl.executors.high_throughput.probe:34 Rank:0 [DEBUG]  Trying to connect back on tcp://138.68.145.31:54692
2021-07-30 10:55:23.495 parsl.executors.high_throughput.probe:34 Rank:0 [DEBUG]  Trying to connect back on tcp://Ananths-Macbook.local:54692
2021-07-30 10:55:23.518 parsl.executors.high_throughput.probe:47 Rank:0 [INFO]  Connected to interchange on Ananths-Macbook.local
2021-07-30 10:55:23.521 parsl:125 Rank:0 [INFO]  Connection to Interchange successful on Ananths-Macbook.local
2021-07-30 10:55:23.522 parsl:128 Rank:0 [INFO]  Task url : tcp://Ananths-Macbook.local:54692
2021-07-30 10:55:23.522 parsl:129 Rank:0 [INFO]  Result url : tcp://Ananths-Macbook.local:54173
2021-07-30 10:55:23.523 parsl:147 Rank:0 [INFO]  Manager connected
2021-07-30 10:55:23.527 parsl:173 Rank:0 [INFO]  Manager will spawn 16 workers
2021-07-30 10:55:24.275 parsl:401 Rank:0 [DEBUG]  Manager synced with workers
2021-07-30 10:55:24.371 parsl:226 Rank:0 [INFO]  [TASK PULL THREAD] starting
2021-07-30 10:55:24.373 parsl:232 Rank:0 [DEBUG]  Sending registration message: b'{"parsl_v": "1.1.0", "python_v": "3.8.8", "worker_count": 16, "uid": "90a9025f7e6d", "block_id": "3", "prefetch_capacity": 0, "max_capacity": 16, "os": "Darwin", "hostname": "Ananths-Macbook.local", "dir": "/Users/ananthhariharan/Documents/Code/GitHub/Parsl-Project", "cpu_count": 2, "total_memory": 8589934592}'
2021-07-30 10:55:24.373 parsl:244 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:16, pending tasks:0
2021-07-30 10:55:24.374 parsl:252 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Requesting tasks: 16
2021-07-30 10:55:24.375 parsl:307 Rank:0 [DEBUG]  [RESULT_PUSH_THREAD] Starting thread
2021-07-30 10:55:24.375 parsl:310 Rank:0 [DEBUG]  [RESULT_PUSH_THREAD] push poll period: 0.1
2021-07-30 10:55:24.377 parsl:344 Rank:0 [DEBUG]  [WORKER_WATCHDOG_THREAD] Starting thread
2021-07-30 10:55:24.377 parsl:416 Rank:0 [INFO]  Loop start
2021-07-30 10:55:24.475 parsl:283 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2021-07-30 10:55:24.475 parsl:244 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:16, pending tasks:0
2021-07-30 10:55:24.476 parsl:252 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Requesting tasks: 16
2021-07-30 10:55:24.678 parsl:283 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2021-07-30 10:55:24.678 parsl:244 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:16, pending tasks:0
2021-07-30 10:55:24.679 parsl:252 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Requesting tasks: 16
2021-07-30 10:55:25.093 parsl:283 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2021-07-30 10:55:25.094 parsl:244 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:16, pending tasks:0
2021-07-30 10:55:25.094 parsl:252 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Requesting tasks: 16
2021-07-30 10:55:25.914 parsl:283 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2021-07-30 10:55:25.915 parsl:244 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:16, pending tasks:0
2021-07-30 10:55:25.916 parsl:252 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Requesting tasks: 16
2021-07-30 10:55:27.519 parsl:283 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2021-07-30 10:55:27.519 parsl:244 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:16, pending tasks:0
2021-07-30 10:55:27.520 parsl:214 Rank:0 [DEBUG]  Return from heartbeat: None
2021-07-30 10:55:27.520 parsl:252 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Requesting tasks: 16
2021-07-30 10:55:27.523 parsl:270 Rank:0 [DEBUG]  Got heartbeat from interchange
2021-07-30 10:55:27.523 parsl:244 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:16, pending tasks:0
2021-07-30 10:55:27.523 parsl:252 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Requesting tasks: 16
2021-07-30 10:55:27.523 parsl:283 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2021-07-30 10:55:27.523 parsl:244 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:16, pending tasks:0
2021-07-30 10:55:27.523 parsl:252 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Requesting tasks: 16
2021-07-30 10:55:27.726 parsl:283 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2021-07-30 10:55:27.727 parsl:244 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:16, pending tasks:0
2021-07-30 10:55:27.727 parsl:252 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Requesting tasks: 16
2021-07-30 10:55:28.132 parsl:283 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2021-07-30 10:55:28.132 parsl:244 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:16, pending tasks:0
2021-07-30 10:55:28.133 parsl:252 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Requesting tasks: 16
2021-07-30 10:55:28.144 parsl:274 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Got tasks: [5] of 1
2021-07-30 10:55:28.148 parsl:244 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:16, pending tasks:1
2021-07-30 10:55:28.148 parsl:252 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Requesting tasks: 16
2021-07-30 10:55:28.154 parsl:283 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2021-07-30 10:55:28.155 parsl:244 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:16, pending tasks:0
2021-07-30 10:55:28.155 parsl:252 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Requesting tasks: 16
2021-07-30 10:55:28.201 parsl.process_loggers:28 Rank:0 [DEBUG]  Normal ending for send_first_message on thread MainThread
2021-07-30 10:55:28.361 parsl:283 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2021-07-30 10:55:28.361 parsl:244 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:15, pending tasks:0
2021-07-30 10:55:28.361 parsl:252 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Requesting tasks: 15
2021-07-30 10:55:28.765 parsl:283 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2021-07-30 10:55:28.765 parsl:244 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:15, pending tasks:0
2021-07-30 10:55:28.765 parsl:252 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Requesting tasks: 15
2021-07-30 10:55:29.569 parsl:283 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2021-07-30 10:55:29.569 parsl:244 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:15, pending tasks:0
2021-07-30 10:55:29.569 parsl:214 Rank:0 [DEBUG]  Return from heartbeat: None
2021-07-30 10:55:29.570 parsl:252 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Requesting tasks: 15
